district,timestamp,lat,lon,temp,feels_like,pressure,humidity,clouds,wind_speed,wind_deg,weather_main,weather_desc,PM2_5
Rat Burana,1741917600,13.6865,100.4925,305.91,310.12,1012,54,100,3.25,179,Clouds,overcast clouds,7.7
Rat Burana,1742058000,13.6865,100.4925,302.13,306.21,1010,72,72,4.72,189,Clouds,broken clouds,8.83
Rat Burana,1742241600,13.6865,100.4925,301.13,304.32,1010,74,36,2.87,181,Clouds,scattered clouds,43.06
Bang Phlat,1742299200,13.7951,100.5015,307.89,313.99,1009,52,20,3.6,100,Clouds,few clouds,45.34
Bang Phlat,1742367600,13.7951,100.5015,308.7,311.74,1012,41,16,3.48,61,Clouds,few clouds,83.42
Din Daeng,1741996800,13.7663,100.5562,300.22,302.48,1011,74,59,3.85,181,Clouds,broken clouds,49.5
Prawet,1742014800,13.7196,100.6698,307.34,314.34,1011,67,40,4.12,210,Clouds,scattered clouds,58.02
Suan Luang,1741896000,13.7212,100.6406,301.2,304.47,1009,74,58,3.78,189,Clouds,broken clouds,60.05
Suan Luang,1742068800,13.7212,100.6406,302.12,307.18,1009,77,100,4.93,189,Clouds,overcast clouds,30.71
Chom Thong,1742288400,13.6853,100.4674,309.74,316.74,1008,49,56,3.22,216,Clouds,broken clouds,47.75
Don Mueang,1741993200,13.9125,100.5989,300.1,303.64,1010,89,20,1.54,140,Clouds,few clouds,55.17
Don Mueang,1742223600,13.9125,100.5989,303.49,309.03,1012,70,20,4.63,190,Clouds,few clouds,50.57
Ratchathewi,1742364000,13.7547,100.5342,308.52,311.39,1014,41,25,4.28,70,Clouds,scattered clouds,92.49
Sai Mai,1742133600,13.9248,100.6385,304.15,308.5,1010,62,20,3.09,180,Clouds,few clouds,34.88
Saphan Sung,1742115600,13.761,100.6726,309.94,316.94,1006,68,40,4.12,220,Clouds,scattered clouds,67.22
Khlong Sam Wa,1742029200,13.8647,100.7351,308.37,315.37,1008,56,20,4.63,210,Clouds,few clouds,27.96
Pom Prap Sattru Phai,1741971600,13.7504,100.5097,302.1,305.77,1010,70,46,5.52,183,Clouds,scattered clouds,38.29
Phra Khanong,1741820400,13.7088,100.6022,302.12,307.38,1008,78,54,4.15,191,Clouds,broken clouds,58.07
Phra Khanong,1741928400,13.7088,100.6022,307.57,313.22,1011,52,92,4.48,188,Clouds,overcast clouds,34.64
Phra Khanong,1741982400,13.7088,100.6022,301.12,304.3,1009,74,2,5.05,184,Clear,clear sky,31.09
Phra Khanong,1742112000,13.7088,100.6022,310.21,317.21,1007,50,6,5.18,180,Clear,clear sky,63.03
Yannawa,1741921200,13.6896,100.5369,306.46,312.02,1012,56,100,3.55,184,Clouds,overcast clouds,9.63
Samphanthawong,1741842000,13.7408,100.5137,306.42,310.92,1010,53,94,4.53,184,Rain,light rain,35.65
Phaya Thai,1742364000,13.7719,100.5385,308.52,311.39,1014,41,25,4.28,70,Clouds,scattered clouds,92.49
Thon Buri,1741942800,13.7229,100.4907,308.69,314.71,1008,49,43,4.82,180,Clouds,scattered clouds,11.85
Thon Buri,1742252400,13.7229,100.4907,300.13,302.4,1011,75,52,2.5,176,Clouds,broken clouds,100.47
Bangkok Yai,1741798800,13.7314,100.4806,303.13,308.88,1009,73,92,5.39,191,Clouds,overcast clouds,20.43
Bangkok Yai,1742014800,13.7314,100.4806,308.48,314.62,1011,50,23,4.48,190,Clouds,few clouds,17.32
Bangkok Yai,1742133600,13.7314,100.4806,303.73,309.1,1010,68,21,4.73,152,Clouds,few clouds,80.38
Huai Khwang,1742072400,13.7788,100.5759,301.22,304.81,1009,76,100,3.88,190,Clouds,overcast clouds,30.9
Bang Khun Thian,1742022000,13.6703,100.4578,309.18,315.48,1009,48,64,5.63,183,Clouds,broken clouds,6.47
Bang Khun Thian,1742036400,13.6703,100.4578,307.85,314.85,1008,57,81,5.09,180,Clouds,broken clouds,8.18
Phasi Charoen,1742198400,13.7214,100.4357,307.54,313.52,1008,53,97,5.58,190,Clouds,overcast clouds,44.36
Nong Khaem,1741806000,13.7153,100.3792,301.16,304.82,1008,77,10,4.07,196,Clear,clear sky,25.29
Nong Khaem,1742248800,13.7153,100.3792,303.71,308.79,1010,67,62,2.49,171,Clouds,broken clouds,13.21
Rat Burana,1741939200,13.6865,100.4925,308.13,313.78,1009,50,52,4.92,182,Clouds,broken clouds,4.2
Bang Phlat,1741996800,13.7951,100.5015,300.12,303.7,1011,89,20,1.03,130,Clouds,few clouds,49.5
Bueng Kum,1741867200,13.7895,100.6558,303.51,310.51,1008,87,75,7.2,50,Clouds,broken clouds,43.34
Bueng Kum,1742209200,13.7895,100.6558,307.18,314.18,1008,65,20,6.17,190,Clouds,few clouds,42.14
Sathon,1741957200,13.7211,100.5289,302.2,305.09,1010,65,10,5.04,183,Clear,clear sky,36.99
Prawet,1742112000,13.7196,100.6698,309.74,316.74,1006,68,40,5.14,210,Clouds,scattered clouds,63.03
Chom Thong,1741863600,13.6853,100.4674,305.65,308.99,1006,52,89,5.15,175,Clouds,overcast clouds,10.61
Chom Thong,1742209200,13.6853,100.4674,307.05,312.72,1008,54,97,4.23,178,Clouds,overcast clouds,29.15
Don Mueang,1742288400,13.9125,100.5989,309.89,316.89,1008,49,78,1.43,278,Clouds,broken clouds,20.19
Ratchathewi,1741946400,13.7547,100.5342,308.09,314.08,1008,51,34,5.27,179,Clouds,scattered clouds,22.05
Watthana,1741831200,13.7369,100.5847,302.12,304.13,1011,60,100,3.55,179,Clouds,overcast clouds,70.99
Watthana,1741921200,13.7369,100.5847,306.42,310.6,1012,52,100,3.18,184,Clouds,overcast clouds,96.1
Sai Mai,1741867200,13.9248,100.6385,304.31,311.31,1007,88,82,5.61,173,Rain,light rain,46.13
Sai Mai,1742223600,13.9248,100.6385,303.15,309.19,1012,74,20,4.63,190,Clouds,few clouds,99.78
Saphan Sung,1742000400,13.761,100.6726,302.65,309.65,1012,88,20,3.6,180,Clouds,few clouds,58.43
Wang Thonglang,1742036400,13.7889,100.612,307.62,314.62,1008,59,93,4.89,182,Clouds,overcast clouds,57.64
Wang Thonglang,1742227200,13.7889,100.612,302.99,307.8,1012,70,8,5.23,187,Clear,clear sky,74.67
Dusit,1742115600,13.7842,100.5117,309.89,316.89,1006,51,16,5.31,181,Clouds,few clouds,40.54
Bang Rak,1742230800,13.7259,100.5283,302.09,305.93,1012,71,9,4.74,194,Clear,clear sky,28.53
Bang Khen,1741831200,13.8644,100.5843,306.44,313.42,1011,60,100,3.42,177,Clouds,overcast clouds,70.99
Bang Kapi,1742029200,13.7554,100.6309,307.69,314.69,1008,58,88,4.4,190,Clouds,overcast clouds,65.15
Pathum Wan,1742054400,13.7445,100.5342,302.09,305.75,1010,70,69,4.92,193,Rain,heavy intensity rain,36.81
Pom Prap Sattru Phai,1741975200,13.7504,100.5097,301.22,303.95,1010,70,26,4.7,184,Clouds,scattered clouds,33.16
Min Buri,1741867200,13.8053,100.755,303.51,310.51,1008,87,75,7.2,50,Clouds,broken clouds,16.1
Samphanthawong,1742302800,13.7408,100.5137,305.89,311.67,1010,59,96,4.7,180,Clouds,overcast clouds,60.64
Bangkok Yai,1742000400,13.7314,100.4806,305.12,309.28,1012,57,17,4.36,180,Clouds,few clouds,25.67
Bangkok Yai,1742072400,13.7314,100.4806,301.13,304.75,1009,77,100,3.92,188,Clouds,overcast clouds,16.8
Bangkok Yai,1742367600,13.7314,100.4806,308.44,310.6,1013,39,16,4.02,79,Clouds,few clouds,83.42
Khlong San,1742004000,13.7348,100.5042,302.25,304.51,1012,61,33,4.15,183,Clouds,scattered clouds,68.51
Taling Chan,1742227200,13.7702,100.4429,303.13,309.14,1012,74,20,3.09,160,Clouds,few clouds,29.52
Nong Khaem,1741860000,13.7153,100.3792,308.12,312.27,1006,46,82,4.85,168,Clouds,broken clouds,16.91
Nong Khaem,1742194800,13.7153,100.3792,307.56,310.15,1009,43,77,5.61,175,Clouds,broken clouds,30.06
Bueng Kum,1742119200,13.7895,100.6558,309.53,316.53,1006,62,20,5.14,190,Clouds,few clouds,72.84
Sathon,1741878000,13.7211,100.5289,301.82,308.22,1010,86,72,5.73,186,Clouds,broken clouds,51.02
Sathon,1741899600,13.7211,100.5289,301.22,304.23,1009,72,72,3.33,179,Clouds,broken clouds,55.89
Bang Sue,1742292000,13.8009,100.5297,309.4,316.4,1008,49,61,2.63,234,Clouds,broken clouds,22.89
Khlong Toei,1742230800,13.7126,100.5582,302.09,305.93,1012,71,9,4.74,194,Clear,clear sky,28.53
Don Mueang,1742158800,13.9125,100.5989,301.81,306.39,1008,77,20,2.57,140,Clouds,few clouds,92.74
Ratchathewi,1741975200,13.7547,100.5342,301.22,303.95,1010,70,26,4.7,184,Clouds,scattered clouds,33.16
Ratchathewi,1742338800,13.7547,100.5342,300.09,300.51,1014,50,62,3.9,82,Clouds,broken clouds,100.6
Lat Phrao,1742061600,13.8078,100.5701,302.11,307.57,1010,79,20,3.09,190,Clouds,few clouds,31.97
Wang Thonglang,1741820400,13.7889,100.612,302.09,307.1,1008,77,57,3.5,191,Clouds,broken clouds,58.07
Khlong Sam Wa,1742032800,13.8647,100.7351,308.27,315.27,1008,56,20,4.12,200,Clouds,few clouds,28.89
Dusit,1741888800,13.7842,100.5117,301.69,304.9,1010,70,6,4.19,196,Clear,clear sky,51.6
Bang Khen,1742338800,13.8644,100.5843,300.54,301.83,1014,61,20,2.06,110,Clouds,few clouds,59.84
Bang Kapi,1742018400,13.7554,100.6309,308.63,315.63,1010,53,36,5.05,188,Clouds,scattered clouds,59.41
Pom Prap Sattru Phai,1742151600,13.7504,100.5097,302.09,306.12,1008,72,12,4.82,180,Clouds,few clouds,49.11
Pom Prap Sattru Phai,1742292000,13.7504,100.5097,309.4,316.4,1008,49,61,2.63,234,Clouds,broken clouds,43.47
Phra Khanong,1742144400,13.7088,100.6022,304.11,310.34,1010,69,27,5.48,188,Clouds,scattered clouds,57.32
Phra Khanong,1742158800,13.7088,100.6022,303.5,308.54,1008,68,13,4.34,174,Clouds,few clouds,49.42
Lat Krabang,1741892400,13.7262,100.7562,302.05,309.05,1011,99,10,3.32,198,Clear,clear sky,14.14
Yannawa,1741928400,13.6896,100.5369,307.57,313.22,1011,52,92,4.48,188,Clouds,overcast clouds,7.09
Samphanthawong,1741813200,13.7408,100.5137,302.09,306.7,1008,75,31,3.87,184,Clouds,scattered clouds,46.6
Phaya Thai,1741867200,13.7719,100.5385,302.53,309.53,1008,89,82,5.53,174,Clouds,broken clouds,43.34
Phaya Thai,1741906800,13.7719,100.5385,301.05,304.15,1010,74,83,2.63,189,Clouds,broken clouds,54.02
Phaya Thai,1742277600,13.7719,100.5385,309.33,316.33,1011,52,48,2.6,144,Clouds,scattered clouds,86.97
Thon Buri,1742198400,13.7229,100.4907,307.54,313.52,1008,53,97,5.58,190,Clouds,overcast clouds,44.36
Bangkok Yai,1741935600,13.7314,100.4806,308.69,314.71,1009,49,82,5.31,184,Clouds,broken clouds,12.65
Taling Chan,1741860000,13.7702,100.4429,307.84,314.84,1006,58,20,4.63,180,Clouds,few clouds,16.91
Bangkok Noi,1742119200,13.7634,100.4735,310.16,317.16,1006,47,34,6.3,156,Clouds,scattered clouds,44.36
Bangkok Noi,1742122800,13.7634,100.4735,308.13,314.17,1006,51,46,5.95,162,Clouds,scattered clouds,51.18
Bang Khun Thian,1742068800,13.6703,100.4578,301.13,304.6,1009,76,100,4.38,187,Clouds,overcast clouds,7.23
Phasi Charoen,1742068800,13.7214,100.4357,301.13,304.6,1009,76,100,4.38,187,Clouds,overcast clouds,16.34
Phasi Charoen,1742126400,13.7214,100.4357,306.13,310.92,1008,55,40,4.07,118,Clouds,scattered clouds,63.5
Phasi Charoen,1742274000,13.7214,100.4357,307.54,313.91,1012,54,43,2.62,132,Clouds,scattered clouds,119.97
Din Daeng,1741896000,13.7663,100.5562,301.33,304.31,1009,71,58,3.44,188,Clouds,broken clouds,60.05
Din Daeng,1741946400,13.7663,100.5562,308.09,314.08,1008,51,34,5.27,179,Clouds,scattered clouds,22.05
Bueng Kum,1742065200,13.7895,100.6558,301.96,307.37,1009,80,20,5.14,210,Clouds,few clouds,31.22
Khlong Toei,1742209200,13.7126,100.5582,307.12,314.12,1008,59,100,4.33,184,Clouds,overcast clouds,29.15
Suan Luang,1742148000,13.7212,100.6406,304.11,310.05,1009,68,9,5.61,182,Clear,clear sky,49.97
Suan Luang,1742389200,13.7212,100.6406,304.38,305.19,1014,45,100,5.62,95,Clouds,overcast clouds,51.45
Chom Thong,1742324400,13.6853,100.4674,304.21,307.87,1012,59,24,3.77,88,Clouds,few clouds,88.18
Don Mueang,1741924800,13.9125,100.5989,307.01,311.91,1012,52,89,3.57,188,Clouds,overcast clouds,61.19
Ratchathewi,1742202000,13.7547,100.5342,308.72,315.64,1008,51,100,4.86,186,Clouds,overcast clouds,35.08
Lat Phrao,1741863600,13.8078,100.5701,307.35,312.7,1006,52,40,4.63,170,Clouds,scattered clouds,38.5
Lat Phrao,1741964400,13.8078,100.5701,302.12,306.57,1011,74,20,3.09,190,Clouds,few clouds,48.24
Lat Phrao,1742083200,13.8078,100.5701,301.11,305.61,1010,83,20,2.57,170,Clouds,few clouds,53.42
Watthana,1741834800,13.7369,100.5847,305.51,312.51,1011,78,93,3.82,188,Clouds,overcast clouds,66.7
Sai Mai,1741870800,13.9248,100.6385,304.83,311.83,1009,99,100,5.99,178,Rain,light rain,50.15
Sai Mai,1742317200,13.9248,100.6385,303.15,309.19,1012,74,20,2.57,140,Clouds,few clouds,42.4
Khan Na Yao,1741942800,13.8159,100.6669,306.49,313.49,1010,72,56,4.5,190,Clouds,broken clouds,22.25
Wang Thonglang,1742104800,13.7889,100.612,309.53,316.53,1009,51,60,4.34,176,Clouds,broken clouds,59.51
Khlong Sam Wa,1742086800,13.8647,100.7351,303.93,310.93,1011,92,40,3.6,190,Clouds,scattered clouds,77.33
Bang Rak,1741896000,13.7259,100.5283,301.33,304.31,1009,71,58,3.44,188,Clouds,broken clouds,60.05
Bang Rak,1741914000,13.7259,100.5283,304.76,308.0,1011,55,100,3.09,174,Clouds,overcast clouds,83.45
Bang Rak,1742058000,13.7259,100.5283,302.1,305.95,1010,71,75,4.71,189,Clouds,broken clouds,33.55
Bang Khen,1742040000,13.8644,100.5843,305.48,311.66,1009,62,20,4.12,190,Clouds,few clouds,44.68
Bang Kapi,1741852800,13.7554,100.6309,308.32,315.32,1007,54,79,5.14,186,Clouds,broken clouds,30.6
Pom Prap Sattru Phai,1742004000,13.7504,100.5097,302.25,304.51,1012,61,33,4.15,183,Clouds,scattered clouds,68.51
Pom Prap Sattru Phai,1742155200,13.7504,100.5097,302.09,306.31,1008,73,12,4.33,180,Clouds,few clouds,50.2
Phra Khanong,1742029200,13.7088,100.6022,307.73,313.99,1008,53,58,4.75,193,Clouds,broken clouds,65.15
Yannawa,1741942800,13.6896,100.5369,308.69,315.56,1008,51,43,4.94,183,Clouds,scattered clouds,5.76
Samphanthawong,1742374800,13.7408,100.5137,308.16,310.69,1010,41,13,3.62,80,Clouds,few clouds,74.54
Thon Buri,1742007600,13.7229,100.4907,307.57,313.6,1013,53,27,4.14,187,Clouds,scattered clouds,33.71
Bangkok Yai,1741942800,13.7314,100.4806,308.69,314.71,1008,49,43,4.82,180,Clouds,scattered clouds,11.85
Bangkok Noi,1742328000,13.7634,100.4735,303.1,304.78,1012,54,60,3.53,94,Clouds,broken clouds,98.68
Phasi Charoen,1742040000,13.7214,100.4357,306.09,313.09,1009,64,71,5.49,181,Clouds,broken clouds,23.47
Rat Burana,1742245200,13.6865,100.4925,301.13,304.32,1010,74,27,2.77,181,Clouds,scattered clouds,56.36
Rat Burana,1742346000,13.6865,100.4925,301.96,302.92,1016,53,13,5.27,81,Clouds,few clouds,107.76
Bang Phlat,1742166000,13.7951,100.5015,300.13,303.13,1009,83,20,2.57,110,Clouds,few clouds,87.0
Din Daeng,1742238000,13.7663,100.5562,302.1,306.14,1011,72,24,3.04,191,Clouds,few clouds,34.98
Sathon,1742122800,13.7211,100.5289,308.09,312.92,1006,48,48,5.54,159,Clouds,scattered clouds,51.18
Bang Sue,1742187600,13.8009,100.5297,308.86,315.86,1011,53,9,3.65,162,Clear,clear sky,40.92
Suan Luang,1741968000,13.7212,100.6406,302.12,306.38,1011,73,35,6.21,185,Clouds,scattered clouds,43.34
Suan Luang,1742155200,13.7212,100.6406,303.98,309.72,1008,68,15,5.0,178,Clouds,few clouds,49.48
Chom Thong,1741885200,13.6853,100.4674,301.85,305.23,1010,70,41,4.81,195,Clouds,scattered clouds,7.01
Don Mueang,1742115600,13.9125,100.5989,310.29,317.29,1005,50,27,5.71,180,Clouds,scattered clouds,29.62
Don Mueang,1742155200,13.9125,100.5989,302.59,307.96,1008,75,20,3.09,160,Clouds,few clouds,91.2
Don Mueang,1742180400,13.9125,100.5989,305.03,312.03,1012,71,20,2.57,150,Clouds,few clouds,27.85
Don Mueang,1742295600,13.9125,100.5989,308.83,315.05,1008,49,20,4.12,110,Clouds,few clouds,28.55
Don Mueang,1742342400,13.9125,100.5989,299.64,299.64,1015,61,20,2.06,90,Clouds,few clouds,53.6
Ratchathewi,1741849200,13.7547,100.5342,308.49,315.49,1007,56,57,5.07,190,Clouds,broken clouds,31.87
Ratchathewi,1741968000,13.7547,100.5342,302.09,305.57,1011,69,47,5.67,185,Clouds,scattered clouds,43.34
Ratchathewi,1742173200,13.7547,100.5342,300.23,302.14,1011,70,19,3.1,143,Clouds,few clouds,76.66
Lat Phrao,1742000400,13.8078,100.5701,304.47,311.47,1012,71,20,1.54,110,Clouds,few clouds,58.43
Watthana,1741849200,13.7369,100.5847,308.49,315.49,1007,56,57,5.07,190,Clouds,broken clouds,31.87
Watthana,1742173200,13.7369,100.5847,300.23,302.14,1011,70,19,3.1,143,Clouds,few clouds,76.66
Watthana,1742252400,13.7369,100.5847,300.2,302.53,1011,75,50,2.4,176,Clouds,scattered clouds,100.47
Watthana,1742360400,13.7369,100.5847,305.11,306.12,1015,44,18,4.37,66,Clouds,few clouds,102.19
Sai Mai,1741996800,13.9248,100.6385,299.74,299.74,1011,91,20,1.03,130,Clouds,few clouds,63.8
Sai Mai,1742079600,13.9248,100.6385,300.79,304.91,1010,84,20,2.57,170,Clouds,few clouds,55.04
Sai Mai,1742263200,13.9248,100.6385,302.45,308.5,1014,79,20,2.06,70,Clouds,few clouds,66.94
Khan Na Yao,1742227200,13.8159,100.6669,302.3,307.01,1012,74,20,5.14,190,Clouds,few clouds,109.41
Saphan Sung,1741971600,13.761,100.6726,302.39,309.39,1010,87,20,5.66,210,Clouds,few clouds,38.29
Wang Thonglang,1741863600,13.7889,100.612,307.07,313.14,1006,55,90,5.09,176,Clouds,overcast clouds,38.5
Wang Thonglang,1742374800,13.7889,100.612,308.16,310.69,1010,41,13,3.62,80,Clouds,few clouds,50.07
Phra Nakhon,1742090400,13.7563,100.5018,304.43,311.43,1012,85,90,3.44,193,Clouds,overcast clouds,36.94
Bang Khen,1742241600,13.8644,100.5843,301.12,305.64,1010,83,20,2.57,160,Clouds,few clouds,70.82
Pathum Wan,1742076000,13.7445,100.5342,301.11,304.56,1009,76,100,3.54,184,Clouds,overcast clouds,34.34
Pathum Wan,1742148000,13.7445,100.5342,303.91,309.55,1009,68,36,5.44,191,Clouds,scattered clouds,52.62
Pom Prap Sattru Phai,1742176800,13.7504,100.5097,303.71,310.71,1012,89,15,3.75,140,Clouds,few clouds,68.78
Pom Prap Sattru Phai,1742184000,13.7504,100.5097,307.14,314.14,1012,60,9,3.76,152,Clear,clear sky,43.57
Phra Khanong,1742385600,13.7088,100.6022,304.87,305.94,1013,45,46,4.45,105,Clouds,scattered clouds,48.23
Min Buri,1741903200,13.8053,100.755,302.6,309.6,1010,99,77,2.55,180,Clouds,broken clouds,16.66
Min Buri,1742198400,13.8053,100.755,308.38,314.38,1008,50,40,3.6,170,Clouds,scattered clouds,27.75
Phaya Thai,1741795200,13.7719,100.5385,303.09,308.04,1009,70,94,5.93,185,Clouds,overcast clouds,36.13
Phaya Thai,1741932000,13.7719,100.5385,307.53,312.75,1010,51,60,5.07,186,Clouds,broken clouds,28.3
Phaya Thai,1742032800,13.7719,100.5385,308.79,315.79,1008,51,91,4.69,167,Clouds,overcast clouds,65.15
Thon Buri,1742112000,13.7229,100.4907,310.33,317.33,1007,47,10,5.29,174,Clear,clear sky,36.97
Bangkok Yai,1741820400,13.7314,100.4806,302.13,307.2,1008,77,57,3.63,190,Clouds,broken clouds,40.99
Bangkok Yai,1742079600,13.7314,100.4806,301.13,304.75,1010,77,100,3.57,176,Clouds,overcast clouds,20.61
Taling Chan,1742130000,13.7702,100.4429,302.03,306.36,1009,74,20,3.6,190,Clouds,few clouds,82.85
Taling Chan,1742202000,13.7702,100.4429,308.74,314.84,1008,49,20,3.09,180,Clouds,few clouds,35.08
Taling Chan,1742299200,13.7702,100.4429,307.89,313.99,1009,52,20,3.6,100,Clouds,few clouds,45.34
Nong Khaem,1742396400,13.7153,100.3792,303.71,304.22,1016,45,100,5.21,90,Clouds,overcast clouds,70.54
Bang Phlat,1742104800,13.7951,100.5015,309.86,316.86,1009,50,51,4.19,170,Clouds,broken clouds,32.95
Bueng Kum,1742043600,13.7895,100.6558,303.3,307.59,1010,66,20,5.66,200,Clouds,few clouds,39.89
Sathon,1741996800,13.7211,100.5289,300.22,302.48,1011,74,59,3.85,181,Clouds,broken clouds,49.5
Prawet,1742245200,13.7196,100.6698,301.33,307.66,1010,91,20,2.57,200,Clouds,few clouds,78.95
Khlong Toei,1741950000,13.7126,100.5582,307.53,312.75,1009,51,30,5.53,176,Clouds,scattered clouds,24.9
Don Mueang,1742274000,13.9125,100.5989,308.04,315.04,1012,55,40,3.6,90,Clouds,scattered clouds,48.49
Don Mueang,1742356800,13.9125,100.5989,305.96,308.01,1016,46,13,3.55,66,Clouds,few clouds,70.94
Khlong Sam Wa,1741993200,13.8647,100.7351,301.58,308.29,1010,90,20,4.12,180,Clouds,few clouds,14.33
Phra Nakhon,1742194800,13.7563,100.5018,307.94,314.51,1009,53,100,5.66,190,Clouds,overcast clouds,51.36
Phra Nakhon,1742227200,13.7563,100.5018,302.99,307.8,1012,70,8,5.23,187,Clear,clear sky,29.52
Dusit,1742241600,13.7842,100.5117,301.1,304.12,1010,73,33,2.8,182,Clouds,scattered clouds,43.06
Bang Rak,1742234400,13.7259,100.5283,302.09,305.93,1011,71,9,3.44,195,Clear,clear sky,31.39
Pathum Wan,1741860000,13.7445,100.5342,307.55,313.94,1006,54,88,4.93,180,Clouds,overcast clouds,30.35
Pom Prap Sattru Phai,1742234400,13.7504,100.5097,302.09,305.93,1011,71,9,3.44,195,Clear,clear sky,31.39
Min Buri,1741798800,13.8053,100.755,302.3,306.8,1009,73,20,6.17,200,Clouds,few clouds,15.99
Lat Krabang,1741924800,13.7262,100.7562,306.49,313.49,1013,73,99,3.76,198,Clouds,overcast clouds,11.57
Lat Krabang,1742252400,13.7262,100.7562,300.61,305.65,1011,93,20,2.57,60,Clouds,few clouds,100.16
Lat Krabang,1742277600,13.7262,100.7562,308.5,315.5,1011,69,20,3.6,110,Clouds,few clouds,33.01
Yannawa,1741982400,13.6896,100.5369,301.12,304.3,1009,74,2,5.05,184,Clear,clear sky,10.3
Samphanthawong,1742014800,13.7408,100.5137,308.14,315.14,1011,54,24,4.31,192,Clouds,few clouds,58.02
Samphanthawong,1742122800,13.7408,100.5137,308.09,312.92,1006,48,48,5.54,159,Clouds,scattered clouds,51.18
Samphanthawong,1742317200,13.7408,100.5137,304.05,309.07,1012,65,37,3.75,167,Clouds,scattered clouds,78.99
Thon Buri,1742119200,13.7229,100.4907,310.16,317.16,1006,47,34,6.3,156,Clouds,scattered clouds,44.36
Bangkok Yai,1742032800,13.7314,100.4806,309.05,314.75,1008,47,78,4.8,165,Clouds,broken clouds,33.1
Bangkok Yai,1742356800,13.7314,100.4806,303.9,304.33,1016,44,11,4.64,72,Clouds,few clouds,121.16
Bangkok Yai,1742382000,13.7314,100.4806,306.04,306.97,1010,41,36,3.81,98,Clouds,scattered clouds,68.41
Huai Khwang,1742068800,13.7788,100.5759,301.2,304.76,1009,76,100,4.29,188,Clouds,overcast clouds,30.71
Khlong San,1741845600,13.7348,100.5042,307.94,314.94,1008,56,92,4.77,187,Clouds,overcast clouds,32.88
Taling Chan,1742187600,13.7702,100.4429,308.89,315.89,1011,52,9,3.65,156,Clear,clear sky,45.8
Phasi Charoen,1742338800,13.7214,100.4357,301.99,302.84,1014,52,64,3.98,80,Clouds,broken clouds,100.6
Nong Khaem,1742187600,13.7153,100.3792,309.26,316.12,1011,49,12,4.71,157,Clouds,few clouds,44.75
Bang Phlat,1742054400,13.7951,100.5015,302.13,307.62,1010,79,20,3.6,200,Rain,moderate rain,36.81
Sathon,1742119200,13.7211,100.5289,309.86,316.86,1006,50,36,6.28,159,Clouds,scattered clouds,44.36
Sathon,1742371200,13.7211,100.5289,308.82,311.64,1011,40,15,3.74,77,Clouds,few clouds,79.78
Bang Sue,1741860000,13.8009,100.5297,307.55,313.94,1006,54,88,4.93,180,Clouds,overcast clouds,30.35
Bang Sue,1742158800,13.8009,100.5297,303.35,308.18,1008,68,12,3.68,172,Clouds,few clouds,92.74
Bang Sue,1742382000,13.8009,100.5297,307.04,309.18,1010,43,35,3.75,94,Clouds,scattered clouds,42.85
Chatuchak,1742248800,13.8166,100.5557,301.11,305.61,1010,83,20,2.06,110,Clouds,few clouds,107.31
Chatuchak,1742274000,13.8166,100.5557,308.04,315.04,1012,55,40,3.6,90,Clouds,scattered clouds,48.49
Prawet,1742169600,13.7196,100.6698,301.49,308.49,1010,94,40,3.09,80,Clouds,scattered clouds,60.34
Khlong Toei,1742040000,13.7126,100.5582,305.86,312.86,1009,69,81,5.31,180,Clouds,broken clouds,44.68
Don Mueang,1742270400,13.9125,100.5989,306.81,313.81,1013,64,47,3.04,114,Clouds,scattered clouds,89.69
Ratchathewi,1742356800,13.7547,100.5342,304.38,305.19,1016,45,11,4.53,70,Clouds,few clouds,121.16
Sai Mai,1742137200,13.9248,100.6385,303.15,308.19,1010,70,20,3.6,190,Clouds,few clouds,39.84
Khan Na Yao,1742173200,13.8159,100.6669,300.96,305.52,1012,85,20,3.6,110,Clouds,few clouds,19.05
Saphan Sung,1742313600,13.761,100.6726,303.13,309.14,1012,74,20,3.09,170,Clouds,few clouds,57.16
Saphan Sung,1742342400,13.761,100.6726,299.13,299.13,1015,62,20,4.12,100,Clouds,few clouds,57.0
Wang Thonglang,1742090400,13.7889,100.612,304.43,311.43,1012,85,90,3.44,193,Clouds,overcast clouds,73.12
Chom Thong,1742306400,13.6853,100.4674,304.84,310.7,1011,64,55,4.68,177,Clouds,broken clouds,77.64
Phra Nakhon,1742317200,13.7563,100.5018,304.05,309.07,1012,65,37,3.75,167,Clouds,scattered clouds,78.99
Bang Khen,1742065200,13.8644,100.5843,301.12,305.64,1009,83,20,2.57,190,Clouds,few clouds,31.22
Bang Kapi,1742245200,13.7554,100.6309,301.1,304.26,1010,74,26,2.72,182,Clouds,scattered clouds,78.95
Pathum Wan,1742115600,13.7445,100.5342,309.89,316.89,1006,51,16,5.31,181,Clouds,few clouds,40.54
Pom Prap Sattru Phai,1742223600,13.7504,100.5097,303.09,307.81,1012,69,8,5.04,187,Clear,clear sky,33.08
Phra Khanong,1741914000,13.7088,100.6022,304.8,311.8,1011,68,100,3.25,178,Clouds,overcast clouds,83.45
Lat Krabang,1741845600,13.7262,100.7562,307.26,314.26,1008,72,40,3.09,190,Clouds,scattered clouds,9.38
Yannawa,1741885200,13.6896,100.5369,301.75,305.19,1010,71,45,5.19,197,Clouds,scattered clouds,10.05
