district,timestamp,lat,lon,temp,feels_like,pressure,humidity,clouds,wind_speed,wind_deg,weather_main,weather_desc,PM2_5
Lat Phrao,1742072400,13.8078,100.5701,301.12,305.64,1009,83,20,1.54,180,Clouds,few clouds,30.9
Sai Mai,1741946400,13.9248,100.6385,308.79,315.79,1008,74,99,3.78,190,Rain,light rain,33.78
Khan Na Yao,1741806000,13.8159,100.6669,302.13,306.6,1008,74,20,5.66,210,Clouds,few clouds,39.42
Khlong Sam Wa,1741935600,13.8647,100.7351,307.05,314.05,1010,87,48,5.14,201,Clouds,scattered clouds,6.03
Khlong Sam Wa,1742331600,13.8647,100.7351,301.13,302.68,1012,61,20,3.09,110,Clouds,few clouds,55.16
Phra Nakhon,1741870800,13.7563,100.5018,302.56,309.56,1009,93,71,5.97,178,Clouds,broken clouds,46.83
Dusit,1742292000,13.7842,100.5117,309.4,316.4,1008,49,61,2.63,234,Clouds,broken clouds,43.47
Dusit,1742317200,13.7842,100.5117,304.05,309.07,1012,65,37,3.75,167,Clouds,scattered clouds,78.99
Bang Khen,1741795200,13.8644,100.5843,303.12,308.12,1009,70,20,3.6,200,Clouds,few clouds,36.13
Bang Khen,1742083200,13.8644,100.5843,301.11,305.61,1010,83,20,2.57,170,Clouds,few clouds,53.42
Bang Kapi,1742371200,13.7554,100.6309,308.82,311.64,1011,40,15,3.74,77,Clouds,few clouds,52.0
Pom Prap Sattru Phai,1741942800,13.7504,100.5097,308.65,314.62,1008,49,42,4.74,183,Clouds,scattered clouds,22.25
Min Buri,1742277600,13.8053,100.755,308.5,315.5,1011,69,20,3.6,110,Clouds,few clouds,14.36
Lat Krabang,1742022000,13.7262,100.7562,308.46,315.46,1009,64,20,4.12,220,Clouds,few clouds,22.01
Lat Krabang,1742187600,13.7262,100.7562,308.1,315.1,1011,76,11,3.19,151,Clouds,few clouds,32.39
Lat Krabang,1742317200,13.7262,100.7562,303.13,307.67,1012,68,20,3.09,120,Clouds,few clouds,62.69
Phaya Thai,1742126400,13.7719,100.5385,305.99,309.99,1008,53,42,4.45,113,Clouds,scattered clouds,63.5
Thon Buri,1741986000,13.7229,100.4907,301.13,304.32,1009,74,7,4.3,183,Clear,clear sky,16.49
Thon Buri,1742079600,13.7229,100.4907,301.13,304.75,1010,77,100,3.57,176,Clouds,overcast clouds,20.61
Thon Buri,1742187600,13.7229,100.4907,308.97,315.83,1011,50,10,3.97,163,Clear,clear sky,45.8
Bangkok Yai,1742004000,13.7314,100.4806,306.16,310.99,1012,55,32,4.29,183,Clouds,scattered clouds,28.26
Huai Khwang,1742281200,13.7788,100.5759,309.74,316.74,1009,51,62,3.29,158,Clouds,broken clouds,61.5
Khlong San,1741993200,13.7348,100.5042,300.22,302.48,1010,74,11,3.66,180,Clouds,few clouds,40.37
Bangkok Noi,1741888800,13.7634,100.4735,301.63,304.77,1010,70,8,4.3,195,Clear,clear sky,33.23
Bang Khun Thian,1742306400,13.6703,100.4578,304.84,310.7,1011,64,55,4.68,177,Clouds,broken clouds,77.64
Phasi Charoen,1742094000,13.7214,100.4357,307.36,313.09,1012,53,93,3.8,189,Clouds,overcast clouds,39.75
Phasi Charoen,1742194800,13.7214,100.4357,307.61,313.31,1009,52,98,5.74,188,Clouds,overcast clouds,51.36
Phasi Charoen,1742374800,13.7214,100.4357,308.07,309.93,1010,39,13,3.64,87,Clouds,few clouds,74.54
Rat Burana,1741993200,13.6865,100.4925,300.13,302.4,1010,75,11,3.76,179,Clouds,few clouds,6.28
Rat Burana,1742054400,13.6865,100.4925,302.13,306.02,1010,71,65,4.97,193,Rain,moderate rain,8.91
Rat Burana,1742112000,13.6865,100.4925,310.33,317.33,1007,47,10,5.29,174,Clear,clear sky,36.97
Rat Burana,1742119200,13.6865,100.4925,310.16,317.16,1006,47,34,6.3,156,Clouds,scattered clouds,44.36
Din Daeng,1742155200,13.7663,100.5562,302.09,306.31,1008,73,12,4.33,180,Clouds,few clouds,50.2
Bueng Kum,1741896000,13.7895,100.6558,302.05,309.05,1010,99,55,2.84,188,Clouds,broken clouds,60.05
Bueng Kum,1741950000,13.7895,100.6558,306.13,312.98,1009,61,48,5.41,184,Clouds,scattered clouds,24.9
Sathon,1742184000,13.7211,100.5289,307.14,314.14,1012,60,9,3.76,152,Clear,clear sky,43.57
Prawet,1741816800,13.7196,100.6698,302.13,305.65,1008,69,20,4.63,200,Clouds,few clouds,51.59
Chom Thong,1742158800,13.6853,100.4674,303.64,308.88,1008,68,12,3.83,172,Clouds,few clouds,58.82
Ratchathewi,1742029200,13.7547,100.5342,307.69,314.69,1008,58,88,4.4,190,Clouds,overcast clouds,65.15
Khlong Sam Wa,1742209200,13.8647,100.7351,307.18,314.18,1008,65,20,6.17,190,Clouds,few clouds,28.41
Khlong Sam Wa,1742328000,13.8647,100.7351,301.96,303.44,1012,57,20,2.57,110,Clouds,few clouds,54.39
Bang Rak,1741834800,13.7259,100.5283,305.51,312.51,1011,78,93,3.82,188,Clouds,overcast clouds,66.7
Bang Rak,1742176800,13.7259,100.5283,303.71,310.71,1012,89,15,3.75,140,Clouds,few clouds,68.78
Bang Rak,1742205600,13.7259,100.5283,306.99,310.55,1008,48,100,4.02,188,Clouds,overcast clouds,29.25
Bang Khen,1742176800,13.8644,100.5843,303.4,310.4,1012,78,20,3.09,110,Clouds,few clouds,25.77
Bang Khen,1742252400,13.8644,100.5843,300.12,304.11,1011,93,40,2.57,60,Clouds,scattered clouds,122.46
Bang Kapi,1741798800,13.7554,100.6309,302.99,308.27,1009,72,89,5.27,192,Clouds,overcast clouds,34.8
Bang Kapi,1742072400,13.7554,100.6309,301.22,304.81,1009,76,100,3.88,190,Clouds,overcast clouds,30.9
Pathum Wan,1742137200,13.7445,100.5342,303.09,306.69,1010,64,33,4.65,190,Clouds,scattered clouds,69.33
Phra Khanong,1742007600,13.7088,100.6022,307.57,314.57,1013,60,25,4.37,189,Clouds,scattered clouds,110.33
Min Buri,1742018400,13.8053,100.755,308.28,315.28,1010,67,40,2.57,220,Clouds,scattered clouds,18.95
Min Buri,1742101200,13.8053,100.755,308.12,315.12,1010,70,20,3.09,190,Clouds,few clouds,58.58
Lat Krabang,1741928400,13.7262,100.7562,308.16,315.16,1012,67,94,4.42,198,Clouds,overcast clouds,7.65
Lat Krabang,1742086800,13.7262,100.7562,303.93,310.93,1011,92,40,3.6,190,Clouds,scattered clouds,63.05
Lat Krabang,1742130000,13.7262,100.7562,303.12,308.12,1009,70,20,5.66,190,Clouds,few clouds,55.75
Yannawa,1741950000,13.6896,100.5369,307.57,314.57,1009,62,32,5.75,177,Clouds,scattered clouds,12.43
Yannawa,1742022000,13.6896,100.5369,308.61,315.61,1009,52,52,5.68,185,Clouds,broken clouds,13.08
Thon Buri,1742130000,13.7229,100.4907,302.23,306.84,1009,74,15,4.98,129,Clouds,few clouds,82.85
Huai Khwang,1741975200,13.7788,100.5759,301.22,303.95,1010,70,26,4.7,184,Clouds,scattered clouds,33.16
Khlong San,1742148000,13.7348,100.5042,303.91,309.55,1009,68,36,5.44,191,Clouds,scattered clouds,52.62
Bangkok Noi,1741892400,13.7634,100.4735,301.42,304.5,1009,71,20,3.97,188,Clouds,few clouds,35.99
Bangkok Noi,1742162400,13.7634,100.4735,303.61,308.81,1009,68,17,3.93,154,Clouds,few clouds,72.04
Bangkok Noi,1742252400,13.7634,100.4735,300.13,302.4,1011,75,52,2.5,176,Clouds,broken clouds,100.47
Phasi Charoen,1741993200,13.7214,100.4357,300.13,302.4,1010,75,11,3.76,179,Clouds,few clouds,19.33
Rat Burana,1741845600,13.6865,100.4925,308.05,313.98,1008,51,88,4.82,185,Clouds,overcast clouds,14.67
Din Daeng,1742364000,13.7663,100.5562,308.52,311.39,1014,41,25,4.28,70,Clouds,scattered clouds,92.49
Bueng Kum,1741978800,13.7895,100.6558,302.65,309.65,1009,90,20,4.12,210,Clouds,few clouds,30.32
Bueng Kum,1742360400,13.7895,100.6558,306.55,313.55,1015,64,20,5.66,90,Clouds,few clouds,58.5
Prawet,1742047200,13.7196,100.6698,303.13,308.14,1010,70,20,5.66,190,Clouds,few clouds,40.32
Suan Luang,1742220000,13.7212,100.6406,304.11,308.94,1011,64,16,5.72,182,Clouds,few clouds,72.37
Watthana,1742281200,13.7369,100.5847,309.74,316.74,1009,51,62,3.29,158,Clouds,broken clouds,61.5
Sai Mai,1741809600,13.9248,100.6385,302.15,306.64,1008,74,20,5.14,210,Clouds,few clouds,54.51
Sai Mai,1742029200,13.9248,100.6385,308.72,315.72,1007,56,100,4.06,179,Clouds,overcast clouds,99.38
Khan Na Yao,1741924800,13.8159,100.6669,306.49,313.49,1013,73,99,3.76,198,Clouds,overcast clouds,49.73
Saphan Sung,1742281200,13.761,100.6726,309.34,316.34,1009,64,20,3.6,130,Clouds,few clouds,26.21
Khlong Sam Wa,1742205600,13.8647,100.7351,306.3,311.31,1008,55,20,6.69,190,Clouds,few clouds,20.37
Dusit,1742065200,13.7842,100.5117,301.2,304.62,1009,75,100,4.53,192,Clouds,overcast clouds,31.22
Pathum Wan,1742169600,13.7445,100.5342,303.11,309.6,1010,76,38,2.69,155,Clouds,scattered clouds,98.57
Min Buri,1742191200,13.8053,100.755,308.69,315.69,1009,67,20,4.12,130,Clouds,few clouds,21.7
Lat Krabang,1742076000,13.7262,100.7562,301.98,308.98,1009,91,20,4.12,190,Clouds,few clouds,14.86
Yannawa,1742248800,13.6896,100.5369,301.12,304.58,1011,76,37,2.51,176,Clouds,scattered clouds,76.02
Thon Buri,1742277600,13.7229,100.4907,309.39,316.39,1011,51,47,2.82,159,Clouds,scattered clouds,86.97
Bangkok Yai,1742187600,13.7314,100.4806,308.97,315.83,1011,50,10,3.97,163,Clear,clear sky,45.8
Huai Khwang,1742133600,13.7788,100.5759,303.73,309.1,1010,68,22,4.52,149,Clouds,few clouds,80.38
Taling Chan,1742302800,13.7702,100.4429,306.14,311.94,1010,58,20,2.57,110,Clouds,few clouds,60.64
Bangkok Noi,1741863600,13.7634,100.4735,305.65,308.99,1006,52,89,5.15,175,Clouds,overcast clouds,18.71
Rat Burana,1741935600,13.6865,100.4925,308.69,314.71,1009,49,82,5.31,184,Clouds,broken clouds,3.88
Rat Burana,1742227200,13.6865,100.4925,303.13,308.38,1012,71,9,5.26,186,Clear,clear sky,29.52
Bang Phlat,1742396400,13.7951,100.5015,303.62,304.41,1016,47,20,3.6,90,Clouds,few clouds,72.77
Bueng Kum,1742169600,13.7895,100.6558,301.49,308.49,1010,94,40,3.09,80,Clouds,scattered clouds,60.34
Bueng Kum,1742227200,13.7895,100.6558,302.3,307.01,1012,74,20,5.14,190,Clouds,few clouds,74.67
Bueng Kum,1742277600,13.7895,100.6558,308.5,315.5,1011,69,20,3.6,110,Clouds,few clouds,33.01
Bang Sue,1741946400,13.8009,100.5297,308.09,314.08,1008,51,34,5.27,179,Clouds,scattered clouds,22.05
Chatuchak,1741906800,13.8166,100.5557,302.04,309.04,1010,99,83,2.69,189,Clouds,broken clouds,54.02
Chatuchak,1741921200,13.8166,100.5557,306.45,310.67,1013,52,96,3.17,185,Clouds,overcast clouds,96.1
Suan Luang,1742158800,13.7212,100.6406,303.5,308.54,1008,68,13,4.34,174,Clouds,few clouds,49.42
Chom Thong,1742396400,13.6853,100.4674,303.74,304.26,1016,45,100,5.59,82,Clouds,overcast clouds,72.77
Ratchathewi,1741806000,13.7547,100.5342,302.09,306.5,1008,74,14,4.34,197,Clouds,few clouds,39.42
Lat Phrao,1742040000,13.8078,100.5701,305.48,311.66,1009,62,20,4.12,190,Clouds,few clouds,44.68
Watthana,1742364000,13.7369,100.5847,308.52,311.39,1014,41,25,4.28,70,Clouds,scattered clouds,92.49
Khan Na Yao,1742058000,13.8159,100.6669,302.39,309.39,1010,89,20,4.63,210,Clouds,few clouds,33.55
Saphan Sung,1741899600,13.761,100.6726,302.05,309.05,1010,97,70,2.73,175,Clouds,broken clouds,55.89
Phra Nakhon,1742284800,13.7563,100.5018,309.86,316.86,1008,50,51,2.99,180,Clouds,broken clouds,52.76
Pathum Wan,1742223600,13.7445,100.5342,303.09,307.81,1012,69,8,5.04,187,Clear,clear sky,33.08
Pom Prap Sattru Phai,1742112000,13.7504,100.5097,309.89,316.89,1007,51,11,5.29,178,Clouds,few clouds,36.97
Pom Prap Sattru Phai,1742187600,13.7504,100.5097,308.86,315.86,1011,53,9,3.65,162,Clear,clear sky,45.8
Phra Khanong,1741978800,13.7088,100.6022,302.12,306.57,1010,74,2,5.17,185,Clear,clear sky,30.32
Yannawa,1742292000,13.6896,100.5369,309.28,315.73,1008,48,44,3.97,220,Clouds,scattered clouds,43.47
Samphanthawong,1741899600,13.7408,100.5137,301.22,304.23,1009,72,72,3.33,179,Clouds,broken clouds,55.89
Samphanthawong,1741903200,13.7408,100.5137,301.16,304.24,1009,73,79,2.99,183,Clouds,broken clouds,50.92
Samphanthawong,1742173200,13.7408,100.5137,300.23,302.14,1011,70,19,3.1,143,Clouds,few clouds,76.66
Phaya Thai,1742058000,13.7719,100.5385,302.1,305.95,1010,71,75,4.71,189,Clouds,broken clouds,33.55
Thon Buri,1742176800,13.7229,100.4907,305.25,311.41,1012,63,17,3.96,144,Clouds,few clouds,68.78
Bangkok Yai,1742202000,13.7314,100.4806,308.72,315.64,1008,51,97,5.24,183,Clouds,overcast clouds,35.08
Huai Khwang,1742274000,13.7788,100.5759,307.1,314.1,1012,58,45,2.58,121,Clouds,scattered clouds,119.97
Bangkok Noi,1742000400,13.7634,100.4735,305.12,309.28,1012,57,17,4.36,180,Clouds,few clouds,25.67
Bangkok Noi,1742025600,13.7634,100.4735,309.18,315.48,1008,48,72,5.32,187,Clouds,broken clouds,24.87
Rat Burana,1742151600,13.6865,100.4925,304.21,310.31,1008,68,10,4.83,178,Clear,clear sky,49.11
Bang Phlat,1741939200,13.7951,100.5015,308.13,313.78,1010,50,64,4.94,182,Clouds,broken clouds,24.18
Bang Phlat,1742148000,13.7951,100.5015,303.93,310.45,1009,71,20,3.6,150,Clouds,few clouds,52.62
Bang Phlat,1742281200,13.7951,100.5015,310.26,317.26,1009,49,79,2.47,171,Clouds,broken clouds,61.5
Bang Sue,1742018400,13.8009,100.5297,308.63,315.63,1010,53,36,5.05,188,Clouds,scattered clouds,59.41
Chatuchak,1742277600,13.8166,100.5557,309.63,316.63,1011,52,57,2.19,121,Clouds,broken clouds,34.1
Chatuchak,1742360400,13.8166,100.5557,306.48,308.69,1015,45,18,3.31,54,Clouds,few clouds,63.31
Prawet,1742018400,13.7196,100.6698,308.28,315.28,1010,67,40,2.57,220,Clouds,scattered clouds,59.41
Khlong Toei,1741827600,13.7126,100.5582,301.12,303.5,1011,68,100,2.83,175,Clouds,overcast clouds,73.25
Khlong Toei,1742288400,13.7126,100.5582,309.56,316.56,1008,49,59,2.33,216,Clouds,broken clouds,47.75
Don Mueang,1741849200,13.9125,100.5989,308.58,315.58,1007,58,70,5.2,190,Clouds,broken clouds,29.24
Ratchathewi,1741820400,13.7547,100.5342,302.09,307.1,1008,77,57,3.5,191,Clouds,broken clouds,58.07
Lat Phrao,1742317200,13.8078,100.5701,303.37,308.99,1012,71,20,2.57,140,Clouds,few clouds,79.19
Lat Phrao,1742346000,13.8078,100.5701,301.94,303.28,1016,56,11,4.64,90,Clouds,few clouds,48.37
Watthana,1742148000,13.7369,100.5847,303.91,309.55,1009,68,36,5.44,191,Clouds,scattered clouds,52.62
Saphan Sung,1742274000,13.761,100.6726,307.34,314.34,1012,68,20,3.6,100,Clouds,few clouds,53.19
Wang Thonglang,1741885200,13.7889,100.612,301.91,305.19,1010,69,41,4.69,196,Clouds,scattered clouds,51.04
Phra Nakhon,1742187600,13.7563,100.5018,308.86,315.86,1011,53,9,3.65,162,Clear,clear sky,45.8
Phra Nakhon,1742216400,13.7563,100.5018,303.09,306.27,1010,62,6,5.35,160,Clear,clear sky,32.4
Dusit,1741978800,13.7842,100.5117,301.22,304.23,1009,72,4,4.76,185,Clear,clear sky,30.32
Bang Kapi,1742162400,13.7554,100.6309,303.16,307.74,1009,68,18,3.89,155,Clouds,few clouds,50.39
Phra Khanong,1742234400,13.7088,100.6022,303.98,309.45,1011,67,13,3.85,193,Clouds,few clouds,61.88
Phra Khanong,1742317200,13.7088,100.6022,304.11,309.21,1012,65,26,4.07,166,Clouds,scattered clouds,62.69
Min Buri,1741852800,13.8053,100.755,307.92,314.92,1006,66,40,5.14,190,Clouds,scattered clouds,13.18
Lat Krabang,1741856400,13.7262,100.7562,307.77,314.77,1006,67,20,6.69,190,Clouds,few clouds,13.43
Lat Krabang,1741888800,13.7262,100.7562,302.6,309.6,1012,98,6,3.87,204,Clear,clear sky,13.4
Lat Krabang,1742115600,13.7262,100.7562,309.94,316.94,1006,68,40,4.12,220,Clouds,scattered clouds,67.22
Yannawa,1741989600,13.6896,100.5369,301.12,304.44,1009,75,9,4.46,181,Clear,clear sky,9.15
Yannawa,1742306400,13.6896,100.5369,304.6,310.11,1011,64,47,4.72,181,Clouds,scattered clouds,77.64
Samphanthawong,1742313600,13.7408,100.5137,304.05,309.07,1012,65,38,3.82,162,Clouds,scattered clouds,82.18
Phaya Thai,1741917600,13.7719,100.5385,305.87,310.03,1012,54,100,3.16,178,Clouds,overcast clouds,89.8
Phaya Thai,1742335200,13.7719,100.5385,300.09,300.45,1013,49,58,3.92,83,Clouds,broken clouds,106.55
Thon Buri,1741874400,13.7229,100.4907,302.6,306.27,1010,67,85,6.45,183,Clouds,overcast clouds,24.12
Thon Buri,1741964400,13.7229,100.4907,302.13,305.83,1011,70,45,5.68,185,Clouds,scattered clouds,27.71
Thon Buri,1741978800,13.7229,100.4907,301.13,304.18,1009,73,3,4.81,184,Clear,clear sky,17.31
Thon Buri,1742122800,13.7229,100.4907,308.13,314.17,1006,51,46,5.95,162,Clouds,scattered clouds,51.18
Bangkok Yai,1741896000,13.7314,100.4806,301.27,304.33,1009,72,60,3.55,187,Clouds,broken clouds,37.29
Huai Khwang,1742317200,13.7788,100.5759,304.05,309.07,1012,65,37,3.75,167,Clouds,scattered clouds,78.99
Taling Chan,1742374800,13.7702,100.4429,308.5,311.35,1010,41,16,3.39,65,Clouds,few clouds,74.54
Bangkok Noi,1742043600,13.7634,100.4735,304.13,309.82,1010,67,10,4.5,173,Clear,clear sky,21.89
Bangkok Noi,1742180400,13.7634,100.4735,306.48,313.15,1012,59,13,4.19,147,Clouds,few clouds,65.35
Phasi Charoen,1742072400,13.7214,100.4357,301.13,304.75,1009,77,100,3.92,188,Clouds,overcast clouds,16.8
Rat Burana,1742133600,13.6865,100.4925,303.73,309.1,1010,68,21,4.73,152,Clouds,few clouds,80.38
Din Daeng,1741870800,13.7663,100.5562,302.56,309.56,1009,93,71,5.97,178,Clouds,broken clouds,46.83
Din Daeng,1741903200,13.7663,100.5562,301.16,304.24,1009,73,79,2.99,183,Clouds,broken clouds,50.92
Din Daeng,1742295600,13.7663,100.5562,309.05,315.59,1008,49,62,3.31,236,Clouds,broken clouds,43.04
Sathon,1742076000,13.7211,100.5289,301.11,304.56,1009,76,100,3.54,184,Clouds,overcast clouds,34.34
Sathon,1742248800,13.7211,100.5289,301.08,304.21,1010,74,37,2.43,175,Clouds,scattered clouds,76.02
Sathon,1742392800,13.7211,100.5289,303.9,304.65,1015,46,100,6.43,92,Clouds,overcast clouds,71.3
Bang Sue,1742385600,13.8009,100.5297,305.89,307.64,1012,45,47,4.07,97,Clouds,scattered clouds,42.88
Bang Sue,1742389200,13.8009,100.5297,304.41,305.42,1014,46,100,5.52,93,Clouds,overcast clouds,43.51
Suan Luang,1741842000,13.7212,100.6406,305.6,308.1,1010,49,87,4.9,184,Clouds,overcast clouds,35.65
Suan Luang,1742310000,13.7212,100.6406,304.6,310.11,1012,64,33,3.55,177,Clouds,scattered clouds,51.5
Khan Na Yao,1741856400,13.8159,100.6669,307.77,314.77,1006,67,20,6.69,190,Clouds,few clouds,27.28
Khan Na Yao,1742367600,13.8159,100.6669,307.35,314.35,1013,61,20,6.69,80,Clouds,few clouds,40.1
Dusit,1742122800,13.7842,100.5117,308.09,312.92,1006,48,48,5.54,159,Clouds,scattered clouds,51.18
Bang Kapi,1741935600,13.7554,100.6309,308.65,314.62,1009,49,78,5.35,186,Clouds,broken clouds,25.4
Bang Kapi,1742000400,13.7554,100.6309,301.21,303.67,1012,68,20,4.23,181,Clouds,few clouds,58.43
Min Buri,1742036400,13.8053,100.755,307.63,314.63,1008,58,20,5.66,210,Clouds,few clouds,27.26
Samphanthawong,1742022000,13.7408,100.5137,309.02,316.02,1009,51,76,5.42,186,Clouds,broken clouds,61.28
Samphanthawong,1742029200,13.7408,100.5137,307.69,314.69,1008,58,88,4.4,190,Clouds,overcast clouds,65.15
Phaya Thai,1742158800,13.7719,100.5385,303.35,308.18,1008,68,12,3.68,172,Clouds,few clouds,58.82
Bangkok Yai,1742191200,13.7314,100.4806,308.17,314.27,1010,51,15,4.72,180,Clouds,few clouds,52.68
Bangkok Yai,1742277600,13.7314,100.4806,309.39,316.39,1011,51,47,2.82,159,Clouds,scattered clouds,86.97
Taling Chan,1741978800,13.7702,100.4429,301.13,305.67,1009,83,20,2.06,170,Clouds,few clouds,17.31
Taling Chan,1742166000,13.7702,100.4429,300.13,303.13,1009,83,20,2.57,110,Clouds,few clouds,87.0
Bangkok Noi,1741867200,13.7634,100.4735,302.4,305.3,1008,64,84,6.16,184,Rain,light rain,19.33
Bang Khun Thian,1741903200,13.6703,100.4578,301.1,304.26,1009,74,80,3.08,183,Clouds,broken clouds,5.17
Phasi Charoen,1741960800,13.7214,100.4357,302.13,305.47,1011,68,24,5.59,184,Clouds,few clouds,29.06
Rat Burana,1741950000,13.6865,100.4925,307.57,312.84,1009,51,31,5.59,175,Clouds,scattered clouds,7.9
Bang Phlat,1741820400,13.7951,100.5015,302.13,307.62,1008,79,20,2.57,160,Clouds,few clouds,58.07
Bueng Kum,1742187600,13.7895,100.6558,308.1,315.1,1011,76,11,3.19,151,Clouds,few clouds,32.39
Bang Sue,1742022000,13.8009,100.5297,309.02,316.02,1009,51,76,5.42,186,Clouds,broken clouds,61.28
Bang Sue,1742216400,13.8009,100.5297,303.09,306.27,1010,62,6,5.35,160,Clear,clear sky,50.02
Prawet,1741860000,13.7196,100.6698,306.3,312.33,1006,58,20,6.17,200,Clouds,few clouds,30.35
Prawet,1741932000,13.7196,100.6698,308.16,315.16,1011,63,32,4.75,199,Clouds,scattered clouds,28.3
Prawet,1741960800,13.7196,100.6698,302.13,306.6,1011,74,20,5.14,190,Clouds,few clouds,47.78
Suan Luang,1741932000,13.7212,100.6406,307.57,312.84,1010,51,61,5.01,189,Clouds,broken clouds,28.3
Chom Thong,1742130000,13.6853,100.4674,302.23,306.84,1009,74,15,4.98,129,Clouds,few clouds,82.85
Ratchathewi,1742000400,13.7547,100.5342,301.21,303.67,1012,68,20,4.23,181,Clouds,few clouds,58.43
Ratchathewi,1742025600,13.7547,100.5342,309.05,316.05,1008,51,84,5.09,190,Clouds,broken clouds,64.6
Ratchathewi,1742216400,13.7547,100.5342,303.09,306.27,1010,62,6,5.35,160,Clear,clear sky,32.4
Saphan Sung,1741849200,13.761,100.6726,308.08,315.08,1007,71,40,4.63,210,Clouds,scattered clouds,31.87
Khlong Sam Wa,1741806000,13.8647,100.7351,302.13,306.6,1008,74,20,5.66,210,Clouds,few clouds,20.3
Khlong Sam Wa,1742241600,13.8647,100.7351,301.66,308.66,1010,91,20,2.57,220,Clouds,few clouds,105.77
Phra Nakhon,1742040000,13.7563,100.5018,305.86,312.86,1009,69,81,5.31,180,Clouds,broken clouds,44.68
Dusit,1742054400,13.7842,100.5117,302.09,305.75,1010,70,69,4.92,193,Rain,heavy intensity rain,36.81
Bang Rak,1742389200,13.7259,100.5283,304.41,305.42,1014,46,100,5.52,93,Clouds,overcast clouds,68.11
Bang Kapi,1742061600,13.7554,100.6309,302.09,306.12,1010,72,79,4.52,191,Clouds,broken clouds,31.97
Bang Kapi,1742068800,13.7554,100.6309,301.2,304.76,1009,76,100,4.29,188,Clouds,overcast clouds,30.71
Pathum Wan,1742094000,13.7445,100.5342,307.04,314.04,1012,61,94,3.61,190,Clouds,overcast clouds,39.75
Pom Prap Sattru Phai,1741946400,13.7504,100.5097,308.09,314.08,1008,51,34,5.27,179,Clouds,scattered clouds,22.05
Lat Krabang,1741896000,13.7262,100.7562,302.05,309.05,1010,99,55,2.84,188,Clouds,broken clouds,14.9
Yannawa,1741831200,13.6896,100.5369,305.17,311.53,1011,64,100,3.87,180,Clouds,overcast clouds,24.37
Samphanthawong,1741863600,13.7408,100.5137,307.07,313.14,1006,55,90,5.09,176,Clouds,overcast clouds,38.5
Samphanthawong,1742054400,13.7408,100.5137,302.09,305.75,1010,70,69,4.92,193,Rain,heavy intensity rain,36.81
Samphanthawong,1742295600,13.7408,100.5137,309.05,315.59,1008,49,62,3.31,236,Clouds,broken clouds,43.04
Thon Buri,1742076000,13.7229,100.4907,301.13,304.75,1009,77,100,3.65,183,Clouds,overcast clouds,18.27
Thon Buri,1742101200,13.7229,100.4907,309.22,316.22,1010,50,78,4.36,178,Clouds,broken clouds,28.75
Khlong San,1742040000,13.7348,100.5042,305.86,312.86,1009,69,81,5.31,180,Clouds,broken clouds,44.68
Bangkok Noi,1742274000,13.7634,100.4735,307.54,313.91,1012,54,43,2.62,132,Clouds,scattered clouds,119.97
Bang Khun Thian,1742187600,13.6703,100.4578,308.97,315.83,1011,50,10,3.97,163,Clear,clear sky,45.8
Bang Khun Thian,1742346000,13.6703,100.4578,301.96,302.92,1016,53,13,5.27,81,Clouds,few clouds,107.76
